"COORD_REF_SYS_CODE","COORD_REF_SYS_NAME","UOM_CODE","SOURCE_GEOGCRS_CODE","COORD_OP_CODE","COORD_OP_METHOD_CODE","SHOW_CRS","DEPRECATED","COORD_SYS_CODE","PARAMETER_CODE_1","PARAMETER_VALUE_1","PARAMETER_UOM_1","PARAMETER_CODE_2","PARAMETER_VALUE_2","PARAMETER_UOM_2","PARAMETER_CODE_3","PARAMETER_VALUE_3","PARAMETER_UOM_3","PARAMETER_CODE_4","PARAMETER_VALUE_4","PARAMETER_UOM_4","PARAMETER_CODE_5","PARAMETER_VALUE_5","PARAMETER_UOM_5","PARAMETER_CODE_6","PARAMETER_VALUE_6","PARAMETER_UOM_6","PARAMETER_CODE_7","PARAMETER_VALUE_7","PARAMETER_UOM_7"
2138,NAD_1927_CGQ77_Quebec_Lambert,9001,4609,19944,9802,1,0,4499,8821,44,9110,8822,-68.5,9110,8823,60,9110,8824,46,9110,8826,0,9001,8827,0,9001,,,
2139,NAD_1983_CSRS_MTM_2_SCoPQ,9001,4140,17700,9807,1,1,4499,8801,0,9110,8802,-55.5,9110,8805,0.9999,9201,8806,304800,9001,8807,0,9001,,,,,,
2140,NAD_1983_CSRS_MTM_3,9001,4140,17703,9807,1,1,4496,8801,0,9110,8802,-58.5,9110,8805,0.9999,9201,8806,304800,9001,8807,0,9001,,,,,,
2141,NAD_1983_CSRS_MTM_4,9001,4140,17704,9807,1,1,4496,8801,0,9110,8802,-61.5,9110,8805,0.9999,9201,8806,304800,9001,8807,0,9001,,,,,,
2142,NAD_1983_CSRS_MTM_5,9001,4140,17705,9807,1,1,4496,8801,0,9110,8802,-64.5,9110,8805,0.9999,9201,8806,304800,9001,8807,0,9001,,,,,,
2143,NAD_1983_CSRS_MTM_6,9001,4140,17706,9807,1,1,4496,8801,0,9110,8802,-67.5,9110,8805,0.9999,9201,8806,304800,9001,8807,0,9001,,,,,,
2144,NAD_1983_CSRS_MTM_7,9001,4140,17707,9807,1,1,4496,8801,0,9110,8802,-70.5,9110,8805,0.9999,9201,8806,304800,9001,8807,0,9001,,,,,,
2145,NAD_1983_CSRS_MTM_8,9001,4140,17708,9807,1,1,4496,8801,0,9110,8802,-73.5,9110,8805,0.9999,9201,8806,304800,9001,8807,0,9001,,,,,,
2146,NAD_1983_CSRS_MTM_9,9001,4140,17709,9807,1,1,4496,8801,0,9110,8802,-76.5,9110,8805,0.9999,9201,8806,304800,9001,8807,0,9001,,,,,,
2147,NAD_1983_CSRS_MTM_10,9001,4140,17710,9807,1,1,4496,8801,0,9110,8802,-79.5,9110,8805,0.9999,9201,8806,304800,9001,8807,0,9001,,,,,,
2148,NAD_1983_CSRS_UTM_Zone_21N,9001,4140,16021,9807,1,1,4400,8801,0,9102,8802,-57,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2149,NAD_1983_CSRS_UTM_Zone_18N,9001,4140,16018,9807,1,1,4400,8801,0,9102,8802,-75,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2150,NAD_1983_CSRS_UTM_Zone_17N,9001,4140,16017,9807,1,1,4400,8801,0,9102,8802,-81,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2151,NAD_1983_CSRS_UTM_Zone_13N,9001,4140,16013,9807,1,1,4400,8801,0,9102,8802,-105,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2152,NAD_1983_CSRS_UTM_Zone_12N,9001,4140,16012,9807,1,1,4400,8801,0,9102,8802,-111,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2153,NAD_1983_CSRS_UTM_Zone_11N,9001,4140,16011,9807,1,1,4400,8801,0,9102,8802,-117,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2154,RGF_1993_Lambert_93,9001,4171,18085,9802,1,0,4499,8821,46.5,9110,8822,3,9110,8823,49,9110,8824,44,9110,8826,700000,9001,8827,6600000,9001,,,
2155,Samoa_1962_Samoa_Lambert,9003,4169,15300,9801,1,1,4497,8801,-14.26666666666667,9110,8802,170,9110,8805,1,9201,8806,500000,9003,8807,0,9003,,,,,,
2156,"NAD83(HARN) / UTM zone 59S",9001,4152,16159,9807,1,1,4400,8801,0,9102,8802,171,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
2157,IRENET95_Irish_Transverse_Mercator,9001,4173,19962,9807,1,0,4400,8801,53.5,9110,8802,-8,9110,8805,0.99982,9201,8806,600000,9001,8807,750000,9001,,,,,,
2158,IRENET95_UTM_Zone_29N,9001,4173,16029,9807,1,0,4400,8801,0,9102,8802,-9,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2159,Sierra_Leone_1924_New_Colony_Grid,9094,4174,19963,9807,1,0,4404,8801,6.666666666666667,9110,8802,-12,9110,8805,1,9201,8806,500000,9094,8807,0,9094,,,,,,
2160,Sierra_Leone_1924_New_War_Office_Grid,9094,4174,19964,9807,1,0,4404,8801,6.666666666666667,9110,8802,-12,9110,8805,1,9201,8806,800000,9094,8807,600000,9094,,,,,,
2161,Sierra_Leone_1968_UTM_Zone_28N,9001,4175,16028,9807,1,0,4400,8801,0,9102,8802,-15,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2162,Sierra_Leone_1968_UTM_Zone_29N,9001,4175,16029,9807,1,0,4400,8801,0,9102,8802,-9,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2163,US_National_Atlas_Equal_Area,9001,4052,3899,1027,1,0,4499,8801,45,9102,8802,-100,9102,8806,0,9001,8807,0,9001,,,,,,,,,
2164,Locodjo_1965_TM_5_NW,9001,4142,17005,9807,1,0,4400,8801,0,9102,8802,-5,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2165,Abidjan_1987_TM_5_NW,9001,4143,17005,9807,1,0,4400,8801,0,9102,8802,-5,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2166,Pulkovo_1942_Adj_1983_3_Degree_GK_Zone_3,9001,4178,16263,9807,1,1,4530,8801,0,9102,8802,9,9102,8805,1,9201,8806,3500000,9001,8807,0,9001,,,,,,
2167,Pulkovo_1942_Adj_1983_3_Degree_GK_Zone_4,9001,4178,16264,9807,1,1,4530,8801,0,9102,8802,12,9102,8805,1,9201,8806,4500000,9001,8807,0,9001,,,,,,
2168,Pulkovo_1942_Adj_1983_3_Degree_GK_Zone_5,9001,4178,16265,9807,1,1,4530,8801,0,9102,8802,15,9102,8805,1,9201,8806,5500000,9001,8807,0,9001,,,,,,
2169,Luxembourg_1930_Gauss,9001,4181,19966,9807,1,0,4530,8801,49.83333333333334,9110,8802,6.166666666666667,9110,8805,1,9201,8806,80000,9001,8807,100000,9001,,,,,,
2170,MGI_Slovenia_Grid,9001,4312,19967,9807,1,1,4530,8801,0,9110,8802,15,9110,8805,0.9999,9201,8806,500000,9001,8807,0,9001,,,,,,
2171,"Pulkovo 1942(58) / Poland zone I",9001,4179,18281,9809,1,1,4530,8801,50.625,9110,8802,21.05,9110,8805,0.9998,9201,8806,4637000,9001,8807,5647000,9001,,,,,,
2172,Pulkovo_1942_Adj_1958_Poland_Zone_II,9001,4179,18282,9809,1,0,4530,8801,53.00194444444445,9110,8802,21.50277777777778,9110,8805,0.9998,9201,8806,4603000,9001,8807,5806000,9001,,,,,,
2173,Pulkovo_1942_Adj_1958_Poland_Zone_III,9001,4179,18283,9809,1,0,4530,8801,53.58333333333334,9110,8802,17.00833333333333,9110,8805,0.9998,9201,8806,3501000,9001,8807,5999000,9001,,,,,,
2174,Pulkovo_1942_Adj_1958_Poland_Zone_IV,9001,4179,18284,9809,1,0,4530,8801,51.67083333333333,9110,8802,16.67222222222222,9110,8805,0.9998,9201,8806,3703000,9001,8807,5627000,9001,,,,,,
2175,Pulkovo_1942_Adj_1958_Poland_Zone_V,9001,4179,18285,9807,1,0,4530,8801,0,9110,8802,18.95833333333333],9110,8805,0.999983,9201,8806,237000,9001,8807,-4700000,9001,,,,,,
2176,ETRS_1989_Poland_CS2000_Zone_5,9001,4258,18305,9807,1,0,4531,8801,0,9102,8802,15,9102,8805,0.999923,9201,8806,5500000,9001,8807,0,9001,,,,,,
2177,ETRS_1989_Poland_CS2000_Zone_6,9001,4258,18306,9807,1,0,4531,8801,0,9102,8802,18,9102,8805,0.999923,9201,8806,6500000,9001,8807,0,9001,,,,,,
2178,ETRS_1989_Poland_CS2000_Zone_7,9001,4258,18307,9807,1,0,4531,8801,0,9102,8802,21,9102,8805,0.999923,9201,8806,7500000,9001,8807,0,9001,,,,,,
2179,ETRS_1989_Poland_CS2000_Zone_8,9001,4258,18308,9807,1,0,4531,8801,0,9102,8802,24,9102,8805,0.999923,9201,8806,8500000,9001,8807,0,9001,,,,,,
2180,ETRS_1989_Poland_CS92,9001,4258,18300,9807,1,0,4531,8801,0,9102,8802,19,9102,8805,0.9993,9201,8806,500000,9001,8807,-5300000,9001,,,,,,
2188,Azores_Occidental_1939_UTM_Zone_25N,9001,4182,16025,9807,1,0,4400,8801,0,9102,8802,-33,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2189,Azores_Central_1948_UTM_Zone_26N,9001,4183,16026,9807,1,0,4400,8801,0,9102,8802,-27,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2190,Azores_Oriental_1940_UTM_Zone_26N,9001,4184,16026,9807,1,0,4400,8801,0,9102,8802,-27,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2191,Madeira_1936_UTM_Zone_28N,9001,4185,16028,9807,1,1,4400,8801,0,9102,8802,-15,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2192,ED_1950_France_EuroLambert,9001,4230,18086,9801,1,1,4499,8801,46.8,9110,8802,2.337229166666667,9110,8805,0.99987742,9201,8806,600000,9001,8807,2200000,9001,,,,,,
2193,NZGD_2000_New_Zealand_Transverse_Mercator,9001,4167,19971,9807,1,0,4500,8801,0,9102,8802,173,9102,8805,0.9996,9201,8806,1600000,9001,8807,10000000,9001,,,,,,
2194,"American Samoa 1962 / American Samoa Lambert",9003,4169,15301,9801,1,1,4497,8801,-14.16,9110,8802,-170,9110,8805,1,9201,8806,500000,9003,8807,0,9003,,,,,,
2195,NAD_1983_HARN_UTM_Zone_2S,9001,4152,16102,9807,1,0,4400,8801,0,9102,8802,-171,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
2196,ETRS_1989_Kp2000_Jutland,9001,4258,18401,9807,1,0,4400,8801,0,9110,8802,9.5,9110,8805,0.99995,9201,8806,200000,9001,8807,0,9001,,,,,,
2197,ETRS_1989_Kp2000_Zealand,9001,4258,18402,9807,1,0,4400,8801,0,9102,8802,12,9102,8805,0.99995,9201,8806,500000,9001,8807,0,9001,,,,,,
2198,ETRS_1989_Kp2000_Bornholm,9001,4258,18403,9807,1,0,4400,8801,0,9102,8802,15,9102,8805,1,9201,8806,900000,9001,8807,0,9001,,,,,,
2199,"Albanian 1987 / Gauss Kruger zone 4",9001,4191,16204,9807,1,1,4530,8801,0,9102,8802,21,9102,8805,1,9201,8806,4500000,9001,8807,0,9001,,,,,,
2200,ATS_1977_New_Brunswick_Stereographic,9001,4122,19945,9809,1,0,4500,8801,46.5,9110,8802,-66.5,9110,8805,0.999912,9201,8806,300000,9001,8807,800000,9001,,,,,,
2201,REGVEN_UTM_Zone_18N,9001,4189,16018,9807,1,0,4400,8801,0,9102,8802,-75,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2202,REGVEN_UTM_Zone_19N,9001,4189,16019,9807,1,0,4400,8801,0,9102,8802,-69,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2203,REGVEN_UTM_Zone_20N,9001,4189,16020,9807,1,0,4400,8801,0,9102,8802,-63,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2204,NAD_1927_StatePlane_Tennessee_FIPS_4100,9003,4267,15302,9802,1,0,4497,8821,34.66666666666666,9110,8822,-86,9110,8823,35.25,9110,8824,36.41666666666666,9110,8826,2000000,9003,8827,100000,9003,,,
2205,NAD_1983_StatePlane_Kentucky_North_FIPS_1601,9001,4269,15303,9802,1,0,4499,8821,37.5,9110,8822,-84.25,9110,8823,37.96666666666667,9110,8824,38.96666666666667,9110,8826,500000,9001,8827,0,9001,,,
2206,ED_1950_3_Degree_GK_Zone_9,9001,4230,16269,9807,1,0,4530,8801,0,9102,8802,27,9102,8805,1,9201,8806,9500000,9001,8807,0,9001,,,,,,
2207,ED_1950_3_Degree_GK_Zone_10,9001,4230,16270,9807,1,0,4530,8801,0,9102,8802,30,9102,8805,1,9201,8806,10500000,9001,8807,0,9001,,,,,,
2208,ED_1950_3_Degree_GK_Zone_11,9001,4230,16271,9807,1,0,4530,8801,0,9102,8802,33,9102,8805,1,9201,8806,11500000,9001,8807,0,9001,,,,,,
2209,ED_1950_3_Degree_GK_Zone_12,9001,4230,16272,9807,1,0,4530,8801,0,9102,8802,36,9102,8805,1,9201,8806,12500000,9001,8807,0,9001,,,,,,
2210,ED_1950_3_Degree_GK_Zone_13,9001,4230,16273,9807,1,0,4530,8801,0,9102,8802,39,9102,8805,1,9201,8806,13500000,9001,8807,0,9001,,,,,,
2211,ED_1950_3_Degree_GK_Zone_14,9001,4230,16274,9807,1,0,4530,8801,0,9102,8802,42,9102,8805,1,9201,8806,14500000,9001,8807,0,9001,,,,,,
2212,ED_1950_3_Degree_GK_Zone_15,9001,4230,16275,9807,1,0,4530,8801,0,9102,8802,45,9102,8805,1,9201,8806,15500000,9001,8807,0,9001,,,,,,
2213,ETRS_1989_TM_30_NE,9001,4258,16430,9807,1,0,4400,8801,0,9102,8802,30,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2214,Douala_1948_AEF_West,9001,4192,18415,9807,1,1,4400,8801,0,9110,8802,10.5,9110,8805,0.999,9201,8806,1000000,9001,8807,1000000,9001,,,,,,
2215,Manoca_1962_UTM_Zone_32N,9001,4193,16032,9807,1,0,4400,8801,0,9102,8802,9,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2216,Qornoq_1927_UTM_Zone_22N,9001,4194,16022,9807,1,0,4400,8801,0,9102,8802,-51,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2217,Qornoq_1927_UTM_Zone_23N,9001,4194,16023,9807,1,0,4400,8801,0,9102,8802,-45,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2218,"Scoresbysund 1952 / Greenland zone 5 east",9001,4195,18425,9826,1,0,1031,8801,70.3,9110,8802,-24,9110,8805,1,9201,8806,0,9001,8807,0,9001,,,,,,
2219,ATS_1977_UTM_Zone_19N,9001,4122,16019,9807,1,0,4400,8801,0,9102,8802,-69,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2220,ATS_1977_UTM_Zone_20N,9001,4122,16020,9807,1,0,4400,8801,0,9102,8802,-63,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
2221,"Scoresbysund 1952 / Greenland zone 6 east",9001,4195,18426,9826,1,0,1031,8801,67.3,9110,8802,-32,9110,8805,1,9201,8806,0,9001,8807,0,9001,,,,,,
2222,NAD_1983_StatePlane_Arizona_East_FIPS_0201_Feet_Intl,9002,4269,15304,9807,1,0,4495,8801,31,9110,8802,-110.1666666666667,9110,8805,0.9999,9201,8806,700000,9002,8807,0,9002,,,,,,
2223,NAD_1983_StatePlane_Arizona_Central_FIPS_0202_Feet_Intl,9002,4269,15305,9807,1,0,4495,8801,31,9110,8802,-111.9166666666667,9110,8805,0.9999,9201,8806,700000,9002,8807,0,9002,,,,,,
2224,NAD_1983_StatePlane_Arizona_West_FIPS_0203_Feet_Intl,9002,4269,15306,9807,1,0,4495,8801,31,9110,8802,-113.75,9110,8805,0.9999333333333333,9201,8806,700000,9002,8807,0,9002,,,,,,
2225,NAD_1983_StatePlane_California_I_FIPS_0401_Feet,9003,4269,15307,9802,1,0,4497,8821,39.33333333333334,9110,8822,-122,9110,8823,41.66666666666666,9110,8824,40,9110,8826,6561666.666666666,9003,8827,1640416.666666667,9003,,,
2226,NAD_1983_StatePlane_California_II_FIPS_0402_Feet,9003,4269,15308,9802,1,0,4497,8821,37.66666666666666,9110,8822,-122,9110,8823,39.5,9110,8824,38.33333333333334,9110,8826,6561666.666666666,9003,8827,1640416.666666667,9003,,,
2227,NAD_1983_StatePlane_California_III_FIPS_0403_Feet,9003,4269,15309,9802,1,0,4497,8821,36.5,9110,8822,-120.5,9110,8823,38.43333333333333,9110,8824,37.06666666666667,9110,8826,6561666.666666666,9003,8827,1640416.666666667,9003,,,
2228,NAD_1983_StatePlane_California_IV_FIPS_0404_Feet,9003,4269,15310,9802,1,0,4497,8821,35.33333333333334,9110,8822,-119,9110,8823,37.25,9110,8824,36,9110,8826,6561666.666666666,9003,8827,1640416.666666667,9003,,,
2229,NAD_1983_StatePlane_California_V_FIPS_0405_Feet,9003,4269,15311,9802,1,0,4497,8821,33.3,9110,8822,-118,9110,8823,35.46666666666667,9110,8824,34.03333333333333,9110,8826,6561666.666666666,9003,8827,1640416.666666667,9003,,,
2230,NAD_1983_StatePlane_California_VI_FIPS_0406_Feet,9003,4269,15312,9802,1,0,4497,8821,32.16666666666666,9110,8822,-116.25,9110,8823,33.88333333333333,9110,8824,32.78333333333333,9110,8826,6561666.666666666,9003,8827,1640416.666666667,9003,,,
2231,NAD_1983_StatePlane_Colorado_North_FIPS_0501_Feet,9003,4269,15313,9802,1,0,4497,8821,39.33333333333334,9110,8822,-105.5,9110,8823,40.78333333333333,9110,8824,39.71666666666667,9110,8826,3000000,9003,8827,1000000,9003,,,
2232,NAD_1983_StatePlane_Colorado_Central_FIPS_0502_Feet,9003,4269,15314,9802,1,0,4497,8821,37.83333333333334,9110,8822,-105.5,9110,8823,39.45,9110,8824,38.45,9110,8826,3000000,9003,8827,1000000,9003,,,
2233,NAD_1983_StatePlane_Colorado_South_FIPS_0503_Feet,9003,4269,15315,9802,1,0,4497,8821,36.66666666666666,9110,8822,-105.5,9110,8823,38.43333333333333,9110,8824,37.23333333333333,9110,8826,3000000,9003,8827,1000000,9003,,,
2234,NAD_1983_StatePlane_Connecticut_FIPS_0600_Feet,9003,4269,15316,9802,1,0,4497,8821,40.5,9110,8822,-72.75,9110,8823,41.86666666666667,9110,8824,41.2,9110,8826,1000000,9003,8827,500000,9003,,,
2235,NAD_1983_StatePlane_Delaware_FIPS_0700_Feet,9003,4269,15317,9807,1,0,4497,8801,38,9110,8802,-75.41666666666667,9110,8805,0.999995,9201,8806,656166.6666666665,9003,8807,0,9003,,,,,,
2236,NAD_1983_StatePlane_Florida_East_FIPS_0901_Feet,9003,4269,15318,9807,1,0,4497,8801,24.33333333333333,9110,8802,-81,9110,8805,0.9999411764705882,9201,8806,656166.6666666665,9003,8807,0,9003,,,,,,
2237,NAD_1983_StatePlane_Florida_West_FIPS_0902_Feet,9003,4269,15319,9807,1,0,4497,8801,24.33333333333333,9110,8802,-82,9110,8805,0.9999411764705882,9201,8806,656166.6666666665,9003,8807,0,9003,,,,,,
2238,NAD_1983_StatePlane_Florida_North_FIPS_0903_Feet,9003,4269,15320,9802,1,0,4497,8821,29,9110,8822,-84.5,9110,8823,30.75,9110,8824,29.58333333333333,9110,8826,1968500,9003,8827,0,9003,,,
2239,NAD_1983_StatePlane_Georgia_East_FIPS_1001_Feet,9003,4269,15321,9807,1,0,4497,8801,30,9110,8802,-82.16666666666667,9110,8805,0.9999,9201,8806,656166.6666666665,9003,8807,0,9003,,,,,,
2240,NAD_1983_StatePlane_Georgia_West_FIPS_1002_Feet,9003,4269,15322,9807,1,0,4497,8801,30,9110,8802,-84.16666666666667,9110,8805,0.9999,9201,8806,2296583.333333333,9003,8807,0,9003,,,,,,
2241,NAD_1983_StatePlane_Idaho_East_FIPS_1101_Feet,9003,4269,15323,9807,1,0,4497,8801,41.66666666666666,9110,8802,-112.1666666666667,9110,8805,0.9999473684210526,9201,8806,656166.6666666665,9003,8807,0,9003,,,,,,
2242,NAD_1983_StatePlane_Idaho_Central_FIPS_1102_Feet,9003,4269,15324,9807,1,0,4497,8801,41.66666666666666,9110,8802,-114,9110,8805,0.9999473684210526,9201,8806,1640416.666666667,9003,8807,0,9003,,,,,,
2243,NAD_1983_StatePlane_Idaho_West_FIPS_1103_Feet,9003,4269,15325,9807,1,0,4497,8801,41.66666666666666,9110,8802,-115.75,9110,8805,0.9999333333333333,9201,8806,2624666.666666666,9003,8807,0,9003,,,,,,
2244,NAD_1983_StatePlane_Indiana_East_FIPS_1301_Feet,9003,4269,15326,9807,1,1,4497,8801,37.83333333333334,9110,8802,-85.66666666666667,9110,8805,0.9999666666666667,9201,8806,328083.333,9003,8807,818125,9003,,,,,,
2245,NAD_1983_StatePlane_Indiana_West_FIPS_1302_Feet,9003,4269,15327,9807,1,1,4497,8801,37.83333333333334,9110,8802,-87.08333333333333,9110,8805,0.9999666666666667,9201,8806,2952750,9003,8807,818125,9003,,,,,,
2246,NAD_1983_StatePlane_Kentucky_North_FIPS_1601_Feet,9003,4269,15328,9802,1,0,4497,8821,37.83333333333334,9110,8822,-84.25,9110,8823,37.96666666666667,9110,8824,38.96666666666667,9110,8826,1640416.666666667,9003,8827,0,9003,,,
2247,NAD_1983_StatePlane_Kentucky_South_FIPS_1602_Feet,9003,4269,15329,9802,1,0,4497,8821,36.33333333333334,9110,8822,-85.75,9110,8823,37.93333333333333,9110,8824,36.73333333333333,9110,8826,1640416.666666667,9003,8827,1640416.666666667,9003,,,
2248,NAD_1983_StatePlane_Maryland_FIPS_1900_Feet,9003,4269,15330,9802,1,0,4497,8821,37.66666666666666,9110,8822,-77,9110,8823,39.45,9110,8824,38.3,9110,8826,1312333.333,9003,8827,0,9003,,,
2249,NAD_1983_StatePlane_Massachusetts_Mainland_FIPS_2001_Feet,9003,4269,15331,9802,1,0,4497,8821,41,9110,8822,-71.5,9110,8823,42.68333333333333,9110,8824,41.71666666666667,9110,8826,656166.6666666665,9003,8827,2460625,9003,,,
2250,NAD_1983_StatePlane_Massachusetts_Island_FIPS_2002_Feet,9003,4269,15332,9802,1,0,4497,8821,41,9110,8822,-70.5,9110,8823,41.4833333333333,9110,8824,41.28333333333333,9110,8826,1640416.666666667,9003,8827,0,9003,,,
2251,NAD_1983_StatePlane_Michigan_North_FIPS_2111_Feet_Intl,9002,4269,15333,9802,1,0,4495,8821,44.78333333333333,9110,8822,-87,9110,8823,47.05,9110,8824,45.48333333333333,9110,8826,26246719.16010498,9002,8827,0,9002,,,
2252,NAD_1983_StatePlane_Michigan_Central_FIPS_2112_Feet_Intl,9002,4269,15334,9802,1,0,4495,8821,43.31666666666667,9110,8822,-84.36666666666666,9110,8823,45.7,9110,8824,44.18333333333333,9110,8826,19685039.37007874,9002,8827,0,9002,,,
2253,NAD_1983_StatePlane_Michigan_South_FIPS_2113_Feet_Intl,9002,4269,15335,9802,1,0,4495,8821,41.5,9110,8822,-84.36666666666666,9110,8823,43.66666666666666,9110,8824,42.06666666666667,9110,8826,13123359.58005249,9002,8827,0,9002,,,
2254,NAD_1983_StatePlane_Mississippi_East_FIPS_2301_Feet,9003,4269,15336,9807,1,0,4497,8801,29.3,9110,8802,-88.5,9110,8805,0.99995,9201,8806,984250,9003,8807,0,9003,,,,,,
2255,NAD_1983_StatePlane_Mississippi_West_FIPS_2302_Feet,9003,4269,15337,9807,1,0,4497,8801,29.3,9110,8802,-90.33333333333333,9110,8805,0.99995,9201,8806,2296583.333333333,9003,8807,0,9003,,,,,,
2256,NAD_1983_StatePlane_Montana_FIPS_2500_Feet_Intl,9002,4269,15338,9802,1,0,4495,8821,44.25,9110,8822,-109.5,9110,8823,49,9110,8824,45,9110,8826,1968503.937007874,9002,8827,0,9002,,,
2257,NAD_1983_StatePlane_New_Mexico_East_FIPS_3001_Feet,9003,4269,15339,9807,1,0,4497,8801,31,9110,8802,-104.3333333333333,9110,8805,0.9999090909090909,9201,8806,541337.5,9003,8807,0,9003,,,,,,
2258,NAD_1983_StatePlane_New_Mexico_Central_FIPS_3002_Feet,9003,4269,15340,9807,1,0,4497,8801,31,9110,8802,-106.25,9110,8805,0.9999,9201,8806,1640416.666666667,9003,8807,0,9003,,,,,,
2259,NAD_1983_StatePlane_New_Mexico_West_FIPS_3003_Feet,9003,4269,15341,9807,1,0,4497,8801,31,9110,8802,-107.8333333333333,9110,8805,0.9999166666666667,9201,8806,2723091.667,9003,8807,0,9003,,,,,,
2260,NAD_1983_StatePlane_New_York_East_FIPS_3101_Feet,9003,4269,15342,9807,1,0,4497,8801,38.5,9110,8802,-74.5,9110,8805,0.9999,9201,8806,492125,9003,8807,0,9003,,,,,,
2261,NAD_1983_StatePlane_New_York_Central_FIPS_3102_Feet,9003,4269,15343,9807,1,0,4497,8801,40,9110,8802,-76.58333333333333,9110,8805,0.9999375,9201,8806,820208.3333333333,9003,8807,0,9003,,,,,,
2262,NAD_1983_StatePlane_New_York_West_FIPS_3103_Feet,9003,4269,15344,9807,1,0,4497,8801,40,9110,8802,-78.58333333333333,9110,8805,0.9999375,9201,8806,1148291.666666667,9003,8807,0,9003,,,,,,
2263,NAD_1983_StatePlane_New_York_Long_Island_FIPS_3104_Feet,9003,4269,15345,9802,1,0,4497,8821,40.16666666666666,9110,8822,-74,9110,8823,41.03333333333333,9110,8824,40.66666666666666,9110,8826,984250,9003,8827,0,9003,,,
2264,NAD_1983_StatePlane_North_Carolina_FIPS_3200_Feet,9003,4269,15346,9802,1,0,4497,8821,33.75,9110,8822,-79,9110,8823,36.16666666666666,9110,8824,34.33333333333334,9110,8826,2000000,9003,8827,0,9003,,,
2265,NAD_1983_StatePlane_North_Dakota_North_FIPS_3301_Feet_Intl,9002,4269,15347,9802,1,0,4495,8821,47,9110,8822,-100.5,9110,8823,48.73333333333333,9110,8824,47.43333333333333,9110,8826,1968503.937007874,9002,8827,0,9002,,,
2266,NAD_1983_StatePlane_North_Dakota_South_FIPS_3302_Feet_Intl,9002,4269,15348,9802,1,0,4495,8821,45.66666666666666,9110,8822,-100.5,9110,8823,47.48333333333333,9110,8824,46.18333333333333,9110,8826,1968503.937007874,9002,8827,0,9002,,,
2267,NAD_1983_StatePlane_Oklahoma_North_FIPS_3501_Feet,9003,4269,15349,9802,1,0,4497,8821,35,9110,8822,-98,9110,8823,36.76666666666667,9110,8824,35.56666666666667,9110,8826,1968500,9003,8827,0,9003,,,
2268,NAD_1983_StatePlane_Oklahoma_South_FIPS_3502_Feet,9003,4269,15350,9802,1,0,4497,8821,33.33333333333334,9110,8822,-98,9110,8823,35.23333333333333,9110,8824,33.93333333333333,9110,8826,1968500,9003,8827,0,9003,,,
2269,NAD_1983_StatePlane_Oregon_North_FIPS_3601_Feet_Intl,9002,4269,15351,9802,1,0,4495,8821,43.66666666666666,9110,8822,-120.5,9110,8823,46,9110,8824,44.33333333333334,9110,8826,8202099.737532808,9002,8827,0,9002,,,
2270,NAD_1983_StatePlane_Oregon_South_FIPS_3602_Feet_Intl,9002,4269,15352,9802,1,0,4495,8821,41.66666666666666,9110,8822,-120.5,9110,8823,44,9110,8824,42.33333333333334,9110,8826,4921259.842519685,9002,8827,0,9002,,,
2271,NAD_1983_StatePlane_Pennsylvania_North_FIPS_3701_Feet,9003,4269,15353,9802,1,0,4497,8821,40.16666666666666,9110,8822,-77.75,9110,8823,41.95,9110,8824,40.88333333333333,9110,8826,1968500,9003,8827,0,9003,,,
